PRODUCT,NPI,DESCRIPTION,PRIORITY
PROLIA,1528235108,340B SETTING,2
ENBREL,1528245552,340B SETTING,2
ARANESP,1528257292,340B SETTING,2
MVASI,1528257292,340B SETTING,2
NEULASTA,1528257292,340B SETTING,2
KANJINTI,1528260015,340B SETTING,2
TEZSPIRE,1528260015,340B SETTING,2
NEULASTA,1528265527,340B SETTING,2
AVSOLA,1528269073,340B SETTING,2
ENBREL,1528269073,340B SETTING,2
KANJINTI,1528269073,340B SETTING,2
PROLIA,1528269073,340B SETTING,2
PROLIA,1528276664,340B SETTING,2
ARANESP,1528287398,340B SETTING,2
MVASI,1528287398,340B SETTING,2
PROLIA,1528287398,340B SETTING,2
PROLIA,1528290830,340B SETTING,2
MVASI,1528298395,340B SETTING,2
PROLIA,1528298395,340B SETTING,2
ARANESP,1528311024,340B SETTING,2
ARANESP,1528312584,340B SETTING,2
PROLIA,1528312626,340B SETTING,2
MVASI,1528312758,340B SETTING,2
PROLIA,1528312758,340B SETTING,2
AVSOLA,1528332764,340B SETTING,2
KANJINTI,1528332764,340B SETTING,2
ARANESP,1528362613,340B SETTING,2
TEZSPIRE,1528362613,340B SETTING,2
KANJINTI,1528388295,340B SETTING,2
PROLIA,1528394731,340B SETTING,2
NEULASTA,1528416047,340B SETTING,2
NEUPOGEN,1528416047,340B SETTING,2
ENBREL,1528443702,340B SETTING,2
EPOGEN,1528443702,340B SETTING,2
NEULASTA,1528443702,340B SETTING,2
NEUPOGEN,1528443702,340B SETTING,2
PROLIA,1528443702,340B SETTING,2
TEZSPIRE,1528443702,340B SETTING,2
ENBREL,1528449782,340B SETTING,2
KANJINTI,1528449782,340B SETTING,2
MVASI,1528449782,340B SETTING,2
PROLIA,1528449782,340B SETTING,2
AVSOLA,1528451648,340B SETTING,2
TEZSPIRE,1528451648,340B SETTING,2
PROLIA,1528455318,340B SETTING,2
ARANESP,1528473717,340B SETTING,2
AVSOLA,1528473717,340B SETTING,2
KANJINTI,1528473717,340B SETTING,2
MVASI,1528473717,340B SETTING,2
NEUPOGEN,1528473717,340B SETTING,2
PROLIA,1528485877,340B SETTING,2
PROLIA,1528489895,340B SETTING,2
AVSOLA,1528507225,340B SETTING,2
ENBREL,1528507225,340B SETTING,2
EPOGEN,1528513967,340B SETTING,2
MVASI,1528518628,340B SETTING,2
MVASI,1528530771,340B SETTING,2
ARANESP,1528578333,340B SETTING,2
PROLIA,1528578333,340B SETTING,2
ENBREL,1528582699,340B SETTING,2
ARANESP,1528587029,340B SETTING,2
ENBREL,1528587029,340B SETTING,2
NEUPOGEN,1528587029,340B SETTING,2
PROLIA,1528599735,340B SETTING,2
AVSOLA,1528655966,340B SETTING,2
KANJINTI,1528655966,340B SETTING,2
PROLIA,1528655966,340B SETTING,2
RIABNI,1528655966,340B SETTING,2
PROLIA,1528680600,340B SETTING,2
KANJINTI,1528686540,340B SETTING,2
PROLIA,1528686540,340B SETTING,2
AVSOLA,1528695517,340B SETTING,2
KANJINTI,1528695517,340B SETTING,2
NEUPOGEN,1528695517,340B SETTING,2
KANJINTI,1528706793,340B SETTING,2
EPOGEN,1528710100,340B SETTING,2
PROLIA,1528710100,340B SETTING,2
RIABNI,1528710100,340B SETTING,2
ARANESP,1528726320,340B SETTING,2
MVASI,1528731510,340B SETTING,2
NEULASTA,1528731510,340B SETTING,2
RIABNI,1528731510,340B SETTING,2
TEZSPIRE,1528771029,340B SETTING,2
KANJINTI,1528778479,340B SETTING,2
PROLIA,1528778479,340B SETTING,2
ARANESP,1538106521,340B SETTING,2
KANJINTI,1538108725,340B SETTING,2
NEULASTA,1538108725,340B SETTING,2
KANJINTI,1538114046,340B SETTING,2
PROLIA,1538125570,340B SETTING,2
MVASI,1538127204,340B SETTING,2
PROLIA,1538127204,340B SETTING,2
ENBREL,1538127741,340B SETTING,2
TEZSPIRE,1538127741,340B SETTING,2
ARANESP,1538129721,340B SETTING,2
PROLIA,1538143896,340B SETTING,2
ARANESP,1538144803,340B SETTING,2
ENBREL,1538144803,340B SETTING,2
KANJINTI,1538144803,340B SETTING,2
NEULASTA,1538144803,340B SETTING,2
TEZSPIRE,1538144803,340B SETTING,2
ARANESP,1538146402,340B SETTING,2
KANJINTI,1538146402,340B SETTING,2
ENBREL,1538172291,340B SETTING,2
MVASI,1538177019,340B SETTING,2
MVASI,1538178520,340B SETTING,2
PROLIA,1538178520,340B SETTING,2
ARANESP,1538178801,340B SETTING,2
AVSOLA,1538190475,340B SETTING,2
MVASI,1538190475,340B SETTING,2
NEULASTA,1538190475,340B SETTING,2
PROLIA,1538190475,340B SETTING,2
TEZSPIRE,1538190475,340B SETTING,2
TEZSPIRE,1538192828,340B SETTING,2
ARANESP,1538193719,340B SETTING,2
TEZSPIRE,1538193719,340B SETTING,2
ARANESP,1538194923,340B SETTING,2
KANJINTI,1538194923,340B SETTING,2
MVASI,1538194923,340B SETTING,2
PROLIA,1538194923,340B SETTING,2
KANJINTI,1538195821,340B SETTING,2
ARANESP,1538200357,340B SETTING,2
MVASI,1538200357,340B SETTING,2
NEULASTA,1538200357,340B SETTING,2
EPOGEN,1538226048,340B SETTING,2
KANJINTI,1538226048,340B SETTING,2
MVASI,1538230289,340B SETTING,2
PROLIA,1538233549,340B SETTING,2
ARANESP,1538244918,340B SETTING,2
AVSOLA,1538244918,340B SETTING,2
KANJINTI,1538244918,340B SETTING,2
PROLIA,1538244918,340B SETTING,2
ARANESP,1538245634,340B SETTING,2
ENBREL,1538245634,340B SETTING,2
MVASI,1538245634,340B SETTING,2
NEULASTA,1538245634,340B SETTING,2
PROLIA,1538245634,340B SETTING,2
ARANESP,1538257183,340B SETTING,2
NEUPOGEN,1538257183,340B SETTING,2
PROLIA,1538257183,340B SETTING,2
TEZSPIRE,1538257183,340B SETTING,2
ARANESP,1538265616,340B SETTING,2
AVSOLA,1538265616,340B SETTING,2
KANJINTI,1538265616,340B SETTING,2
NEULASTA,1538265616,340B SETTING,2
ARANESP,1538266838,340B SETTING,2
AVSOLA,1538266838,340B SETTING,2
NEUPOGEN,1538266838,340B SETTING,2
PROLIA,1538266838,340B SETTING,2
PROLIA,1538267539,340B SETTING,2
MVASI,1538276985,340B SETTING,2
ARANESP,1538283296,340B SETTING,2
KANJINTI,1538283296,340B SETTING,2
MVASI,1538283296,340B SETTING,2
NEULASTA,1538283296,340B SETTING,2
NEUPOGEN,1538283296,340B SETTING,2
PROLIA,1538296207,340B SETTING,2
PROLIA,1538300215,340B SETTING,2
TEZSPIRE,1538300215,340B SETTING,2
PROLIA,1538310503,340B SETTING,2
ENBREL,1538316302,340B SETTING,2
NEUPOGEN,1538316302,340B SETTING,2
TEZSPIRE,1538316302,340B SETTING,2
KANJINTI,1538327127,340B SETTING,2
NEULASTA,1538327127,340B SETTING,2
TEZSPIRE,1538327127,340B SETTING,2
PROLIA,1538328919,340B SETTING,2
TEZSPIRE,1538329024,340B SETTING,2
PROLIA,1538337274,340B SETTING,2
ARANESP,1538340500,340B SETTING,2
TEZSPIRE,1538340500,340B SETTING,2
ARANESP,1538347133,340B SETTING,2
PROLIA,1538347133,340B SETTING,2
ARANESP,1538364393,340B SETTING,2
PROLIA,1538364393,340B SETTING,2
ARANESP,1538367750,340B SETTING,2
ENBREL,1538367750,340B SETTING,2
MVASI,1538367750,340B SETTING,2
PROLIA,1538373717,340B SETTING,2
PROLIA,1538374467,340B SETTING,2
MVASI,1538384466,340B SETTING,2
MVASI,1538391768,340B SETTING,2
NEUPOGEN,1538391768,340B SETTING,2
RIABNI,1538391768,340B SETTING,2
TEZSPIRE,1538391768,340B SETTING,2
ENBREL,1538392394,340B SETTING,2
PROLIA,1538392394,340B SETTING,2
TEZSPIRE,1538392394,340B SETTING,2
PROLIA,1538397120,340B SETTING,2
TEZSPIRE,1538397120,340B SETTING,2
NEULASTA,1538408893,340B SETTING,2
ARANESP,1538414024,340B SETTING,2
ENBREL,1538414024,340B SETTING,2
PROLIA,1538441092,340B SETTING,2
KANJINTI,1538455159,340B SETTING,2
ARANESP,1538458096,340B SETTING,2
ENBREL,1538458096,340B SETTING,2
KANJINTI,1538458096,340B SETTING,2
MVASI,1538458096,340B SETTING,2
ENBREL,1538466248,340B SETTING,2
EPOGEN,1538466248,340B SETTING,2
NEULASTA,1538466248,340B SETTING,2
NEUPOGEN,1538466248,340B SETTING,2
NEULASTA,1538474739,340B SETTING,2
ENBREL,1538485248,340B SETTING,2
MVASI,1538485248,340B SETTING,2
ARANESP,1538489372,340B SETTING,2
AVSOLA,1538489372,340B SETTING,2
MVASI,1538489372,340B SETTING,2
TEZSPIRE,1538489372,340B SETTING,2
PROLIA,1538490016,340B SETTING,2
NEULASTA,1538506894,340B SETTING,2
PROLIA,1538506894,340B SETTING,2
AVSOLA,1538522511,340B SETTING,2
ARANESP,1538523675,340B SETTING,2
ARANESP,1538538152,340B SETTING,2
KANJINTI,1538538152,340B SETTING,2
MVASI,1538538152,340B SETTING,2
ARANESP,1538553151,340B SETTING,2
PROLIA,1538553151,340B SETTING,2
TEZSPIRE,1538553151,340B SETTING,2
PROLIA,1538553227,340B SETTING,2
ARANESP,1538579792,340B SETTING,2
EPOGEN,1538579792,340B SETTING,2
MVASI,1538579792,340B SETTING,2
PROLIA,1538579792,340B SETTING,2
ARANESP,1538582945,340B SETTING,2
KANJINTI,1538582945,340B SETTING,2
MVASI,1538582945,340B SETTING,2
TEZSPIRE,1538582945,340B SETTING,2
ARANESP,1538587720,340B SETTING,2
NEULASTA,1538594643,340B SETTING,2
PROLIA,1538594643,340B SETTING,2
NEULASTA,1538606181,340B SETTING,2
PROLIA,1538606181,340B SETTING,2
MVASI,1538606348,340B SETTING,2
ARANESP,1538639166,340B SETTING,2
KANJINTI,1538639166,340B SETTING,2
NEUPOGEN,1538656186,340B SETTING,2
RIABNI,1538658232,340B SETTING,2
NEULASTA,1538696141,340B SETTING,2
ENBREL,1538723184,340B SETTING,2
MVASI,1538723184,340B SETTING,2
RIABNI,1538723184,340B SETTING,2
TEZSPIRE,1538723184,340B SETTING,2
PROLIA,1538776299,340B SETTING,2
MVASI,1538790704,340B SETTING,2
ARANESP,1538795356,340B SETTING,2
NEULASTA,1538871819,340B SETTING,2
MVASI,1538879499,340B SETTING,2
NEULASTA,1538879499,340B SETTING,2
ENBREL,1548208184,340B SETTING,2
TEZSPIRE,1548208184,340B SETTING,2
MVASI,1548208572,340B SETTING,2
NEULASTA,1548208572,340B SETTING,2
NEULASTA,1548210610,340B SETTING,2
ARANESP,1548210685,340B SETTING,2
KANJINTI,1548210685,340B SETTING,2
MVASI,1548210685,340B SETTING,2
NEULASTA,1548210719,340B SETTING,2
EPOGEN,1548212913,340B SETTING,2
NEUPOGEN,1548212913,340B SETTING,2
TEZSPIRE,1548212913,340B SETTING,2
PROLIA,1548215106,340B SETTING,2
NEULASTA,1548215379,340B SETTING,2
PROLIA,1548215379,340B SETTING,2
NEULASTA,1548215692,340B SETTING,2
PROLIA,1548215692,340B SETTING,2
PROLIA,1548217763,340B SETTING,2
ARANESP,1548218613,340B SETTING,2
PROLIA,1548218613,340B SETTING,2
TEZSPIRE,1548218613,340B SETTING,2
MVASI,1548224009,340B SETTING,2
PROLIA,1548224009,340B SETTING,2
ARANESP,1548225360,340B SETTING,2
NEULASTA,1548225360,340B SETTING,2
ARANESP,1548234370,340B SETTING,2
MVASI,1548243595,340B SETTING,2
NEUPOGEN,1548243595,340B SETTING,2
KANJINTI,1548246317,340B SETTING,2
AVSOLA,1548254139,340B SETTING,2
NEULASTA,1548254139,340B SETTING,2
PROLIA,1548254931,340B SETTING,2
PROLIA,1548263262,340B SETTING,2
PROLIA,1548269426,340B SETTING,2
KANJINTI,1548269632,340B SETTING,2
NEULASTA,1548269632,340B SETTING,2
ARANESP,1548272594,340B SETTING,2
ARANESP,1548286172,340B SETTING,2
AVSOLA,1548286172,340B SETTING,2
ENBREL,1548286172,340B SETTING,2
NEULASTA,1548286172,340B SETTING,2
MVASI,1548287907,340B SETTING,2
NEULASTA,1548287907,340B SETTING,2
RIABNI,1548287907,340B SETTING,2
ARANESP,1548289689,340B SETTING,2
AVSOLA,1548293715,340B SETTING,2
MVASI,1548293715,340B SETTING,2
NEULASTA,1548293715,340B SETTING,2
ARANESP,1548296106,340B SETTING,2
MVASI,1548296106,340B SETTING,2
ARANESP,1548299811,340B SETTING,2
PROLIA,1548299811,340B SETTING,2
AVSOLA,1548312184,340B SETTING,2
ENBREL,1548312184,340B SETTING,2
ARANESP,1548315047,340B SETTING,2
ARANESP,1548317837,340B SETTING,2
MVASI,1548317837,340B SETTING,2
ARANESP,1548321540,340B SETTING,2
NEUPOGEN,1548322464,340B SETTING,2
PROLIA,1548322464,340B SETTING,2
AVSOLA,1548322720,340B SETTING,2
KANJINTI,1548322720,340B SETTING,2
PROLIA,1548325251,340B SETTING,2
PROLIA,1548325756,340B SETTING,2
ARANESP,1548330244,340B SETTING,2
PROLIA,1548332307,340B SETTING,2
ARANESP,1548336332,340B SETTING,2
KANJINTI,1548336332,340B SETTING,2
ARANESP,1548340326,340B SETTING,2
KANJINTI,1548340326,340B SETTING,2
NEULASTA,1548340938,340B SETTING,2
TEZSPIRE,1548344773,340B SETTING,2
PROLIA,1548345028,340B SETTING,2
AVSOLA,1548355654,340B SETTING,2
RIABNI,1548355654,340B SETTING,2
MVASI,1548357973,340B SETTING,2
PROLIA,1548357973,340B SETTING,2
ARANESP,1548358393,340B SETTING,2
MVASI,1548358393,340B SETTING,2
NEULASTA,1548358393,340B SETTING,2
PROLIA,1548358393,340B SETTING,2
TEZSPIRE,1548358393,340B SETTING,2
ENBREL,1548367873,340B SETTING,2
MVASI,1548367873,340B SETTING,2
KANJINTI,1548375082,340B SETTING,2
MVASI,1548375082,340B SETTING,2
NEUPOGEN,1548375082,340B SETTING,2
TEZSPIRE,1548375082,340B SETTING,2
ARANESP,1548385255,340B SETTING,2
MVASI,1548388689,340B SETTING,2
NEULASTA,1548388689,340B SETTING,2
PROLIA,1548409196,340B SETTING,2
PROLIA,1548438047,340B SETTING,2
TEZSPIRE,1548438047,340B SETTING,2
ARANESP,1548439680,340B SETTING,2
ENBREL,1548439680,340B SETTING,2
NEULASTA,1548439680,340B SETTING,2
PROLIA,1548439680,340B SETTING,2
KANJINTI,1548462765,340B SETTING,2
TEZSPIRE,1548462765,340B SETTING,2
ARANESP,1548463623,340B SETTING,2
PROLIA,1548463623,340B SETTING,2
KANJINTI,1548466972,340B SETTING,2
NEULASTA,1548466972,340B SETTING,2
NEULASTA,1548471030,340B SETTING,2
PROLIA,1548471030,340B SETTING,2
NEUPOGEN,1548471535,340B SETTING,2
ENBREL,1548475403,340B SETTING,2
PROLIA,1548488224,340B SETTING,2
ARANESP,1548494818,340B SETTING,2
PROLIA,1548494818,340B SETTING,2
TEZSPIRE,1548494818,340B SETTING,2
KANJINTI,1548539646,340B SETTING,2
PROLIA,1548539646,340B SETTING,2
PROLIA,1548541105,340B SETTING,2
AVSOLA,1548555337,340B SETTING,2
ENBREL,1548555337,340B SETTING,2
MVASI,1548555337,340B SETTING,2
TEZSPIRE,1548555337,340B SETTING,2
MVASI,1548567266,340B SETTING,2
PROLIA,1548567266,340B SETTING,2
TEZSPIRE,1548582109,340B SETTING,2
ARANESP,1548596786,340B SETTING,2
KANJINTI,1548596786,340B SETTING,2
PROLIA,1548596786,340B SETTING,2
TEZSPIRE,1548598626,340B SETTING,2
AVSOLA,1548609761,340B SETTING,2
KANJINTI,1548609761,340B SETTING,2
MVASI,1548609761,340B SETTING,2
PROLIA,1548609761,340B SETTING,2
MVASI,1548619984,340B SETTING,2
NEULASTA,1548619984,340B SETTING,2
AVSOLA,1548627888,340B SETTING,2
KANJINTI,1548627888,340B SETTING,2
PROLIA,1548627888,340B SETTING,2
ARANESP,1548647282,340B SETTING,2
ENBREL,1548647282,340B SETTING,2
EPOGEN,1548647282,340B SETTING,2
NEULASTA,1548647282,340B SETTING,2
PROLIA,1548647282,340B SETTING,2
TEZSPIRE,1548647282,340B SETTING,2
ARANESP,1548649189,340B SETTING,2
ARANESP,1548652027,340B SETTING,2
NEULASTA,1548657463,340B SETTING,2
ENBREL,1548662745,340B SETTING,2
KANJINTI,1548662745,340B SETTING,2
NEULASTA,1548662745,340B SETTING,2
NEUPOGEN,1548662745,340B SETTING,2
TEZSPIRE,1548662745,340B SETTING,2
KANJINTI,1548669864,340B SETTING,2
MVASI,1548669864,340B SETTING,2
NEUPOGEN,1548669864,340B SETTING,2
ARANESP,1548676497,340B SETTING,2
ARANESP,1548677446,340B SETTING,2
AVSOLA,1548677446,340B SETTING,2
NEULASTA,1548677446,340B SETTING,2
ARANESP,1548686918,340B SETTING,2
AVSOLA,1548686918,340B SETTING,2
RIABNI,1548686918,340B SETTING,2
PROLIA,1548698806,340B SETTING,2
ARANESP,1548734205,340B SETTING,2
PROLIA,1548734205,340B SETTING,2
AVSOLA,1548761968,340B SETTING,2
KANJINTI,1548761968,340B SETTING,2
AVSOLA,1548791288,340B SETTING,2
PROLIA,1548791288,340B SETTING,2
ARANESP,1548813967,340B SETTING,2
PROLIA,1548831670,340B SETTING,2
PROLIA,1548850977,340B SETTING,2
ARANESP,1548865991,340B SETTING,2
MVASI,1548865991,340B SETTING,2
RIABNI,1548865991,340B SETTING,2
TEZSPIRE,1548865991,340B SETTING,2
PROLIA,1548912553,340B SETTING,2
TEZSPIRE,1548912553,340B SETTING,2
ARANESP,1548973365,340B SETTING,2
TEZSPIRE,1548973365,340B SETTING,2
ARANESP,1548982119,340B SETTING,2
NEULASTA,1548982119,340B SETTING,2
PROLIA,1548982119,340B SETTING,2
PROLIA,1558000919,340B SETTING,2
ARANESP,1558303255,340B SETTING,2
ENBREL,1558303255,340B SETTING,2
EPOGEN,1558303693,340B SETTING,2
MVASI,1558303693,340B SETTING,2
PROLIA,1558303693,340B SETTING,2
TEZSPIRE,1558303693,340B SETTING,2
MVASI,1558305847,340B SETTING,2
PROLIA,1558305847,340B SETTING,2
RIABNI,1558305847,340B SETTING,2
MVASI,1558309914,340B SETTING,2
TEZSPIRE,1558309914,340B SETTING,2
ARANESP,1558312298,340B SETTING,2
PROLIA,1558312298,340B SETTING,2
ARANESP,1558319129,340B SETTING,2
PROLIA,1558319129,340B SETTING,2
MVASI,1558327056,340B SETTING,2
RIABNI,1558327056,340B SETTING,2
TEZSPIRE,1558333773,340B SETTING,2
ARANESP,1558339689,340B SETTING,2
KANJINTI,1558339689,340B SETTING,2
TEZSPIRE,1558343848,340B SETTING,2
PROLIA,1558346007,340B SETTING,2
PROLIA,1558347575,340B SETTING,2
PROLIA,1558349399,340B SETTING,2
PROLIA,1558350330,340B SETTING,2
KANJINTI,1558351536,340B SETTING,2
MVASI,1558358085,340B SETTING,2
TEZSPIRE,1558358085,340B SETTING,2
PROLIA,1558358747,340B SETTING,2
PROLIA,1558361089,340B SETTING,2
KANJINTI,1558363523,340B SETTING,2
NEULASTA,1558363523,340B SETTING,2
PROLIA,1558363523,340B SETTING,2
TEZSPIRE,1558368449,340B SETTING,2
EPOGEN,1558370833,340B SETTING,2
PROLIA,1558370833,340B SETTING,2
TEZSPIRE,1558377135,340B SETTING,2
ARANESP,1558387456,340B SETTING,2
NEUPOGEN,1558387456,340B SETTING,2
PROLIA,1558387456,340B SETTING,2
PROLIA,1558392571,340B SETTING,2
AVSOLA,1558394361,340B SETTING,2
RIABNI,1558394361,340B SETTING,2
AVSOLA,1558397828,340B SETTING,2
MVASI,1558400309,340B SETTING,2
PROLIA,1558407585,340B SETTING,2
ARANESP,1558426692,340B SETTING,2
AVSOLA,1558426692,340B SETTING,2
KANJINTI,1558426692,340B SETTING,2
MVASI,1558426692,340B SETTING,2
ARANESP,1558430298,340B SETTING,2
PROLIA,1558430298,340B SETTING,2
TEZSPIRE,1558430298,340B SETTING,2
PROLIA,1558435321,340B SETTING,2
ARANESP,1558436063,340B SETTING,2
NEULASTA,1558436063,340B SETTING,2
ARANESP,1558438739,340B SETTING,2
AVSOLA,1558438739,340B SETTING,2
PROLIA,1558438739,340B SETTING,2
TEZSPIRE,1558462846,340B SETTING,2
ARANESP,1558473488,340B SETTING,2
EPOGEN,1558473488,340B SETTING,2
KANJINTI,1558473488,340B SETTING,2
NEUPOGEN,1558473488,340B SETTING,2
ARANESP,1558473546,340B SETTING,2
ARANESP,1558479212,340B SETTING,2
NEUPOGEN,1558479212,340B SETTING,2
PROLIA,1558479212,340B SETTING,2
PROLIA,1558479899,340B SETTING,2
ARANESP,1558481655,340B SETTING,2
MVASI,1558481655,340B SETTING,2
TEZSPIRE,1558481655,340B SETTING,2
ARANESP,1558489021,340B SETTING,2
PROLIA,1558489021,340B SETTING,2
ARANESP,1558494138,340B SETTING,2
PROLIA,1558494138,340B SETTING,2
ARANESP,1558495028,340B SETTING,2
AVSOLA,1558495028,340B SETTING,2
PROLIA,1558495028,340B SETTING,2
ARANESP,1558496620,340B SETTING,2
KANJINTI,1558503912,340B SETTING,2
MVASI,1558503912,340B SETTING,2
NEUPOGEN,1558503912,340B SETTING,2
TEZSPIRE,1558503912,340B SETTING,2
ARANESP,1558513929,340B SETTING,2
PROLIA,1558518670,340B SETTING,2
ARANESP,1558527184,340B SETTING,2
PROLIA,1558527259,340B SETTING,2
PROLIA,1558532119,340B SETTING,2
PROLIA,1558537282,340B SETTING,2
ENBREL,1558548818,340B SETTING,2
PROLIA,1558548818,340B SETTING,2
MVASI,1558601278,340B SETTING,2
PROLIA,1558606939,340B SETTING,2
ARANESP,1558609834,340B SETTING,2
KANJINTI,1558609834,340B SETTING,2
MVASI,1558609834,340B SETTING,2
NEULASTA,1558609834,340B SETTING,2
NEUPOGEN,1558609834,340B SETTING,2
MVASI,1558616003,340B SETTING,2
NEUPOGEN,1558616003,340B SETTING,2
PROLIA,1558624791,340B SETTING,2
MVASI,1558643569,340B SETTING,2
RIABNI,1558643569,340B SETTING,2
ARANESP,1558646463,340B SETTING,2
AVSOLA,1558647628,340B SETTING,2
NEUPOGEN,1558647628,340B SETTING,2
TEZSPIRE,1558647628,340B SETTING,2
TEZSPIRE,1558659359,340B SETTING,2
KANJINTI,1558674911,340B SETTING,2
MVASI,1558674911,340B SETTING,2
PROLIA,1558674911,340B SETTING,2
PROLIA,1558705723,340B SETTING,2
ARANESP,1558726182,340B SETTING,2
ENBREL,1558726182,340B SETTING,2
RIABNI,1558726182,340B SETTING,2
ARANESP,1558746792,340B SETTING,2
PROLIA,1558746792,340B SETTING,2
ARANESP,1558771063,340B SETTING,2
AVSOLA,1558776468,340B SETTING,2
KANJINTI,1558776468,340B SETTING,2
MVASI,1558776468,340B SETTING,2
RIABNI,1558776468,340B SETTING,2
ARANESP,1558779652,340B SETTING,2
KANJINTI,1558779652,340B SETTING,2
PROLIA,1558779652,340B SETTING,2
TEZSPIRE,1558779652,340B SETTING,2
AVSOLA,1558812594,340B SETTING,2
KANJINTI,1558812594,340B SETTING,2
MVASI,1558812594,340B SETTING,2
PROLIA,1558812594,340B SETTING,2
PROLIA,1558814327,340B SETTING,2
ARANESP,1558823518,340B SETTING,2
KANJINTI,1558823518,340B SETTING,2
NEULASTA,1558839613,340B SETTING,2
NEUPOGEN,1558839613,340B SETTING,2
ENBREL,1558845511,340B SETTING,2
KANJINTI,1558845511,340B SETTING,2
MVASI,1558845511,340B SETTING,2
NEULASTA,1558845511,340B SETTING,2
TEZSPIRE,1558845511,340B SETTING,2
MVASI,1558863415,340B SETTING,2
ARANESP,1558877787,340B SETTING,2
PROLIA,1558907758,340B SETTING,2
KANJINTI,1558935478,340B SETTING,2
NEULASTA,1558935478,340B SETTING,2
PROLIA,1558935478,340B SETTING,2
RIABNI,1558935478,340B SETTING,2
PROLIA,1558946467,340B SETTING,2
ARANESP,1558964783,340B SETTING,2
EPOGEN,1558983205,340B SETTING,2
MVASI,1558983205,340B SETTING,2
NEUPOGEN,1558983205,340B SETTING,2
PROLIA,1558985580,340B SETTING,2
NEULASTA,1558997395,340B SETTING,2
MVASI,1568037141,340B SETTING,2
PROLIA,1568037141,340B SETTING,2
TEZSPIRE,1568037141,340B SETTING,2
AVSOLA,1568113348,340B SETTING,2
KANJINTI,1568113348,340B SETTING,2
NEULASTA,1568113348,340B SETTING,2
PROLIA,1568113348,340B SETTING,2
KANJINTI,1568122562,340B SETTING,2
MVASI,1568122562,340B SETTING,2
NEULASTA,1568122562,340B SETTING,2
KANJINTI,1568125177,340B SETTING,2
MVASI,1568135994,340B SETTING,2
ENBREL,1568174282,340B SETTING,2
ARANESP,1568184216,340B SETTING,2
AVSOLA,1568184216,340B SETTING,2
ARANESP,1568401016,340B SETTING,2
AVSOLA,1568401016,340B SETTING,2
PROLIA,1568401016,340B SETTING,2
PROLIA,1568401461,340B SETTING,2
AVSOLA,1568402949,340B SETTING,2
ENBREL,1568402949,340B SETTING,2
KANJINTI,1568402949,340B SETTING,2
MVASI,1568402949,340B SETTING,2
NEULASTA,1568402949,340B SETTING,2
TEZSPIRE,1568402949,340B SETTING,2
ARANESP,1568403111,340B SETTING,2
NEULASTA,1568403111,340B SETTING,2
ARANESP,1568409449,340B SETTING,2
NEUPOGEN,1568409449,340B SETTING,2
PROLIA,1568409449,340B SETTING,2
MVASI,1568414001,340B SETTING,2
PROLIA,1568414001,340B SETTING,2
ARANESP,1568415974,340B SETTING,2
MVASI,1568417962,340B SETTING,2
NEULASTA,1568417962,340B SETTING,2
AVSOLA,1568421402,340B SETTING,2
PROLIA,1568421402,340B SETTING,2
AVSOLA,1568423820,340B SETTING,2
TEZSPIRE,1568423820,340B SETTING,2
KANJINTI,1568428118,340B SETTING,2
ARANESP,1568430791,340B SETTING,2
PROLIA,1568430791,340B SETTING,2
PROLIA,1568430825,340B SETTING,2
AVSOLA,1568431278,340B SETTING,2
ARANESP,1568441830,340B SETTING,2
NEULASTA,1568441830,340B SETTING,2
PROLIA,1568441830,340B SETTING,2
MVASI,1568444693,340B SETTING,2
NEULASTA,1568444693,340B SETTING,2
RIABNI,1568444693,340B SETTING,2
TEZSPIRE,1568444693,340B SETTING,2
PROLIA,1568444727,340B SETTING,2
ARANESP,1568449528,340B SETTING,2
PROLIA,1568449528,340B SETTING,2
PROLIA,1568452290,340B SETTING,2
TEZSPIRE,1568452290,340B SETTING,2
ARANESP,1568453462,340B SETTING,2
NEUPOGEN,1568459097,340B SETTING,2
TEZSPIRE,1568459097,340B SETTING,2
NEULASTA,1568459436,340B SETTING,2
ARANESP,1568461572,340B SETTING,2
KANJINTI,1568461572,340B SETTING,2
TEZSPIRE,1568461572,340B SETTING,2
KANJINTI,1568463289,340B SETTING,2
MVASI,1568463289,340B SETTING,2
PROLIA,1568463289,340B SETTING,2
AVSOLA,1568476133,340B SETTING,2
KANJINTI,1568476133,340B SETTING,2
PROLIA,1568476133,340B SETTING,2
ENBREL,1568479467,340B SETTING,2
ARANESP,1568487130,340B SETTING,2
EPOGEN,1568487130,340B SETTING,2
PROLIA,1568487130,340B SETTING,2
PROLIA,1568487411,340B SETTING,2
KANJINTI,1568492734,340B SETTING,2
PROLIA,1568496404,340B SETTING,2
TEZSPIRE,1568498905,340B SETTING,2
MVASI,1568503449,340B SETTING,2
NEULASTA,1568525053,340B SETTING,2
MVASI,1568525699,340B SETTING,2
MVASI,1568525822,340B SETTING,2
PROLIA,1568525822,340B SETTING,2
ARANESP,1568526135,340B SETTING,2
MVASI,1568526135,340B SETTING,2
MVASI,1568526796,340B SETTING,2
NEUPOGEN,1568526796,340B SETTING,2
PROLIA,1568532802,340B SETTING,2
NEULASTA,1568532810,340B SETTING,2
PROLIA,1568532810,340B SETTING,2
ARANESP,1568535706,340B SETTING,2
AVSOLA,1568535706,340B SETTING,2
TEZSPIRE,1568535706,340B SETTING,2
