manufacturer,npi,product,csr,start_date,term_date
amgen,1003020579,NEULASTA,1,1-Jan-07,31-Dec-99
amgen,1003020579,PROLIA,0.790623,1-Jan-07,31-Dec-99
amgen,1003217712,ARANESP,1,1-Oct-04,31-Dec-99
amgen,1003217712,KANJINTI,0.930434,1-Oct-04,31-Dec-99
amgen,1003217712,MVASI,0.941029,1-Oct-04,31-Dec-99
amgen,1003217712,NEULASTA,0.918227,1-Oct-04,31-Dec-99
amgen,1003217712,NEUPOGEN,0.957894,1-Oct-04,31-Dec-99
amgen,1003217712,PROLIA,0.950651,1-Oct-04,31-Dec-99
amgen,1003217712,TEZSPIRE,0.994152,1-Oct-04,31-Dec-99
amgen,1003237827,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1003237827,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1003237827,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1003237827,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1003237827,MVASI,1,1-Jun-20,31-Dec-99
amgen,1003237827,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1003237827,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1003237827,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1003237827,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1003237827,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1003371386,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1003371386,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1003371386,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1003371386,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1003371386,MVASI,1,1-Jun-20,31-Dec-99
amgen,1003371386,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1003371386,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1003371386,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1003371386,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1003371386,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1003824061,ARANESP,0.953846,1-Oct-18,31-Dec-99
amgen,1003824061,AVSOLA,1,1-Oct-18,31-Dec-99
amgen,1003824061,MVASI,0.920634,1-Oct-18,31-Dec-99
amgen,1003824061,NEULASTA,0.960396,1-Oct-18,31-Dec-99
amgen,1003824061,PROLIA,0.974114,1-Oct-18,31-Dec-99
amgen,1003865999,KANJINTI,0.7,1-Apr-18,31-Dec-99
amgen,1003865999,PROLIA,0.90184,1-Apr-18,31-Dec-99
amgen,1003869082,PROLIA,0.980263,1-Jul-19,31-Dec-99
amgen,1003878539,AVSOLA,0.775862,1-Jan-04,31-Dec-99
amgen,1003878539,ENBREL,0.941117,1-Jan-04,31-Dec-99
amgen,1003878539,KANJINTI,0.925522,1-Jan-04,31-Dec-99
amgen,1003878539,MVASI,0.940269,1-Jan-04,31-Dec-99
amgen,1003878539,NEULASTA,0.940868,1-Jan-04,31-Dec-99
amgen,1003878539,PROLIA,0.933466,1-Jan-04,31-Dec-99
amgen,1003878539,TEZSPIRE,0.771428,1-Jan-04,31-Dec-99
amgen,1003923434,PROLIA,0.895874,1-Jul-12,31-Dec-99
amgen,1003948738,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1003948738,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1003948738,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1003948738,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1003948738,MVASI,1,1-Jun-20,31-Dec-99
amgen,1003948738,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1003948738,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1003948738,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1003948738,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1003948738,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1003961251,AVSOLA,0.783223,1-Oct-19,31-Dec-99
amgen,1003961251,ENBREL,0.77528,1-Oct-19,31-Dec-99
amgen,1003984089,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1003984089,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1003984089,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1003984089,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1003984089,MVASI,1,1-Jun-20,31-Dec-99
amgen,1003984089,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1003984089,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1003984089,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1003984089,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1003984089,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1013048347,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1013048347,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1013048347,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1013048347,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1013048347,MVASI,1,1-Jun-20,31-Dec-99
amgen,1013048347,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1013048347,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1013048347,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1013048347,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1013048347,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1013051945,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1013051945,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1013051945,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1013051945,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1013051945,MVASI,1,1-Jun-20,31-Dec-99
amgen,1013051945,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1013051945,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1013051945,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1013051945,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1013051945,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1013071653,ARANESP,0.842105,1-Oct-12,31-Dec-99
amgen,1013071653,KANJINTI,0.883959,1-Oct-12,31-Dec-99
amgen,1013071653,MVASI,0.885384,1-Oct-12,31-Dec-99
amgen,1013071653,NEULASTA,0.787671,1-Oct-12,31-Dec-99
amgen,1013071653,PROLIA,0.891598,1-Oct-12,31-Dec-99
amgen,1013071653,TEZSPIRE,0.718309,1-Oct-12,31-Dec-99
amgen,1013192590,ARANESP,1,1-Jun-20,1-Jan-21
amgen,1013192590,AVSOLA,1,1-Jun-20,1-Jan-21
amgen,1013192590,ENBREL,1,1-Jun-20,1-Jan-21
amgen,1013192590,KANJINTI,1,1-Jun-20,1-Jan-21
amgen,1013192590,MVASI,1,1-Jun-20,1-Jan-21
amgen,1013192590,NEULASTA,1,1-Jun-20,1-Jan-21
amgen,1013192590,NEUPOGEN,1,1-Jun-20,1-Jan-21
amgen,1013192590,PROLIA,1,1-Jun-20,1-Jan-21
amgen,1013192590,RIABNI,1,1-Jun-20,1-Jan-21
amgen,1013192590,TEZSPIRE,1,1-Jun-20,1-Jan-21
amgen,1013384809,ARANESP,0.847777,1-Apr-08,31-Dec-99
amgen,1013384809,AVSOLA,0.788683,1-Apr-08,31-Dec-99
amgen,1013384809,MVASI,0.743478,1-Apr-08,31-Dec-99
amgen,1013918960,KANJINTI,0.87812,15-Mar-22,1-Jan-24
amgen,1013918960,MVASI,0.907766,15-Mar-22,1-Jan-24
amgen,1013918960,NEULASTA,0.894668,15-Mar-22,1-Jan-24
amgen,1013919315,NEULASTA,1.003189,1-Jul-12,31-Dec-99
amgen,1013925924,PROLIA,0.957142,1-Jan-12,31-Dec-99
amgen,1013933175,ARANESP,1.060324,1-Oct-18,31-Dec-99
amgen,1013933175,AVSOLA,1.032119,1-Oct-18,31-Dec-99
amgen,1013933175,KANJINTI,1.078066,1-Oct-18,31-Dec-99
amgen,1013933175,MVASI,1.076315,1-Oct-18,31-Dec-99
amgen,1013933175,NEULASTA,1.098901,1-Oct-18,31-Dec-99
amgen,1013933175,TEZSPIRE,0.946666,1-Oct-18,31-Dec-99
amgen,1013961408,ARANESP,0.780821,1-Oct-14,31-Dec-99
amgen,1013961408,PROLIA,0.988571,1-Oct-14,31-Dec-99
amgen,1013967009,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1013967009,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1013967009,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1013967009,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1013967009,MVASI,1,1-Jun-20,31-Dec-99
amgen,1013967009,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1013967009,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1013967009,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1013967009,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1013967009,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1013994359,ARANESP,0.706511,1-Jul-06,31-Dec-99
amgen,1013994359,KANJINTI,0.874074,1-Jul-06,31-Dec-99
amgen,1013994359,MVASI,0.966844,1-Jul-06,31-Dec-99
amgen,1013994359,NEULASTA,0.966259,1-Jul-06,31-Dec-99
amgen,1013994359,PROLIA,0.80817,1-Jul-06,31-Dec-99
amgen,1013995133,KANJINTI,0.746913,1-Oct-04,31-Dec-99
amgen,1013995133,MVASI,0.745562,1-Oct-04,31-Dec-99
amgen,1013995133,NEULASTA,0.827586,1-Oct-04,31-Dec-99
amgen,1013995133,PROLIA,0.966386,1-Oct-04,31-Dec-99
amgen,1013995521,ARANESP,0.846153,1-Jul-13,31-Dec-99
amgen,1013995521,AVSOLA,0.855203,1-Jul-13,31-Dec-99
amgen,1023006434,ARANESP,0.709677,15-Mar-22,31-Dec-99
amgen,1023006434,KANJINTI,0.864734,15-Mar-22,31-Dec-99
amgen,1023006434,MVASI,0.953061,15-Mar-22,31-Dec-99
amgen,1023006434,NEULASTA,0.744493,15-Mar-22,31-Dec-99
amgen,1023006434,PROLIA,0.880952,15-Mar-22,31-Dec-99
amgen,1023013448,KANJINTI,0.863354,1-Jan-13,31-Dec-99
amgen,1023013448,MVASI,0.967391,1-Jan-13,31-Dec-99
amgen,1023013448,PROLIA,0.810776,1-Jan-13,31-Dec-99
amgen,1023026580,AVSOLA,0.75,1-Apr-12,31-Dec-99
amgen,1023026580,KANJINTI,0.927586,1-Apr-12,31-Dec-99
amgen,1023026580,MVASI,0.85,1-Apr-12,31-Dec-99
amgen,1023026580,NEULASTA,0.879699,1-Apr-12,31-Dec-99
amgen,1023026580,PROLIA,0.736242,1-Apr-12,31-Dec-99
amgen,1023032588,ARANESP,0.893203,1-Jul-21,31-Dec-99
amgen,1023053477,PROLIA,0.915384,28-Sep-10,31-Dec-99
amgen,1023088168,ARANESP,0.968788,1-Apr-06,31-Dec-99
amgen,1023088168,KANJINTI,0.998677,1-Apr-06,31-Dec-99
amgen,1023088168,MVASI,0.958855,1-Apr-06,31-Dec-99
amgen,1023088168,NEULASTA,0.953846,1-Apr-06,31-Dec-99
amgen,1023088168,NEUPOGEN,1.034482,1-Apr-06,31-Dec-99
amgen,1023088168,PROLIA,0.895618,1-Apr-06,31-Dec-99
amgen,1023088168,RIABNI,0.965625,1-Apr-06,31-Dec-99
amgen,1023136132,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023136132,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023136132,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023136132,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023136132,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023136132,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023136132,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023136132,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023136132,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023136132,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023137528,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023137528,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023137528,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023137528,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023137528,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023137528,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023137528,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023137528,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023137528,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023137528,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023155454,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023155454,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023155454,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023155454,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023155454,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023155454,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023155454,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023155454,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023155454,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023155454,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023186707,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023186707,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023186707,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023186707,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023186707,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023186707,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023186707,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023186707,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023186707,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023186707,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023191467,KANJINTI,0.874738,1-Jul-16,31-Dec-99
amgen,1023191467,MVASI,0.942998,1-Jul-16,31-Dec-99
amgen,1023191467,NEULASTA,0.751106,1-Jul-16,31-Dec-99
amgen,1023318961,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023318961,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023318961,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023318961,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023318961,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023318961,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023318961,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023318961,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023318961,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023318961,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023348638,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023348638,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023348638,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023348638,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023348638,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023348638,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023348638,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023348638,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023348638,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023348638,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023409489,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023409489,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023409489,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023409489,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023409489,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023409489,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023409489,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023409489,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023409489,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023409489,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023464906,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023464906,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023464906,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023464906,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023464906,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023464906,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023464906,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023464906,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023464906,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023464906,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023571536,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023571536,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023571536,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023571536,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023571536,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023571536,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023571536,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023571536,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023571536,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023571536,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023678240,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1023678240,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1023678240,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1023678240,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1023678240,MVASI,1,1-Jun-20,31-Dec-99
amgen,1023678240,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1023678240,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1023678240,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1023678240,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1023678240,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1023784550,ARANESP,1,1-Nov-21,31-Dec-99
amgen,1023784550,AVSOLA,1,1-Nov-21,31-Dec-99
amgen,1023784550,ENBREL,1,1-Nov-21,31-Dec-99
amgen,1023784550,KANJINTI,1,1-Nov-21,31-Dec-99
amgen,1023784550,MVASI,1,1-Nov-21,31-Dec-99
amgen,1023784550,NEULASTA,1,1-Nov-21,31-Dec-99
amgen,1023784550,NEUPOGEN,1,1-Nov-21,31-Dec-99
amgen,1023784550,PROLIA,1,1-Nov-21,31-Dec-99
amgen,1023784550,RIABNI,1,1-Nov-21,31-Dec-99
amgen,1023784550,TEZSPIRE,1,1-Nov-21,31-Dec-99
amgen,1033135074,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1033135074,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1033135074,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1033135074,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1033135074,MVASI,1,1-Jun-20,31-Dec-99
amgen,1033135074,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1033135074,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1033135074,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1033135074,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1033135074,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1033144027,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1033144027,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1033144027,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1033144027,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1033144027,MVASI,1,1-Jun-20,31-Dec-99
amgen,1033144027,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1033144027,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1033144027,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1033144027,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1033144027,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1033153895,ARANESP,1.114478,3-Sep-08,31-Dec-99
amgen,1033153895,PROLIA,0.707865,3-Sep-08,31-Dec-99
amgen,1033210166,ARANESP,1,1-Jul-07,31-Dec-99
amgen,1033210166,AVSOLA,1,1-Jul-07,31-Dec-99
amgen,1033210166,ENBREL,0.883495,1-Jul-07,31-Dec-99
amgen,1033210166,KANJINTI,0.97647,1-Jul-07,31-Dec-99
amgen,1033210166,MVASI,1,1-Jul-07,31-Dec-99
amgen,1033210166,NEULASTA,0.985422,1-Jul-07,31-Dec-99
amgen,1033210166,PROLIA,0.954904,1-Jul-07,31-Dec-99
amgen,1033216429,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1033216429,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1033216429,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1033216429,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1033216429,MVASI,1,1-Jun-20,31-Dec-99
amgen,1033216429,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1033216429,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1033216429,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1033216429,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1033216429,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1033254925,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1033254925,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1033254925,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1033254925,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1033254925,MVASI,1,1-Jun-20,31-Dec-99
amgen,1033254925,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1033254925,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1033254925,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1033254925,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1033254925,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1033259064,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1033259064,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1033259064,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1033259064,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1033259064,MVASI,1,1-Jun-20,31-Dec-99
amgen,1033259064,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1033259064,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1033259064,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1033259064,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1033259064,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1033270699,NEULASTA,0.939698,12-Aug-10,31-Dec-99
amgen,1033270699,PROLIA,0.976845,12-Aug-10,31-Dec-99
amgen,1033491741,ARANESP,0.847777,1-Apr-08,31-Dec-99
amgen,1033491741,AVSOLA,0.788683,1-Apr-08,31-Dec-99
amgen,1033491741,MVASI,0.743478,1-Apr-08,31-Dec-99
amgen,1033538129,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1033538129,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1033538129,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1033538129,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1033538129,MVASI,1,1-Jun-20,31-Dec-99
amgen,1033538129,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1033538129,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1033538129,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1033538129,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1033538129,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1033558457,ARANESP,1,1-Jun-20,31-Dec-99
amgen,1033558457,AVSOLA,1,1-Jun-20,31-Dec-99
amgen,1033558457,ENBREL,1,1-Jun-20,31-Dec-99
amgen,1033558457,KANJINTI,1,1-Jun-20,31-Dec-99
amgen,1033558457,MVASI,1,1-Jun-20,31-Dec-99
amgen,1033558457,NEULASTA,1,1-Jun-20,31-Dec-99
amgen,1033558457,NEUPOGEN,1,1-Jun-20,31-Dec-99
amgen,1033558457,PROLIA,1,1-Jun-20,31-Dec-99
amgen,1033558457,RIABNI,1,1-Jun-20,31-Dec-99
amgen,1033558457,TEZSPIRE,1,1-Jun-20,31-Dec-99
amgen,1033738240,ARANESP,1,1-Sep-20,31-Dec-99
amgen,1033738240,AVSOLA,1,1-Sep-20,31-Dec-99
amgen,1033738240,ENBREL,1,1-Sep-20,31-Dec-99
amgen,1033738240,KANJINTI,1,1-Sep-20,31-Dec-99
amgen,1033738240,MVASI,1,1-Sep-20,31-Dec-99
amgen,1033738240,NEULASTA,1,1-Sep-20,31-Dec-99
amgen,1033738240,NEUPOGEN,1,1-Sep-20,31-Dec-99
amgen,1033738240,PROLIA,1,1-Sep-20,31-Dec-99
amgen,1033738240,RIABNI,1,1-Sep-20,31-Dec-99
amgen,1033738240,TEZSPIRE,1,1-Sep-20,31-Dec-99
amgen,1033781588,ARANESP,1,1-Sep-21,1-Sep-21
amgen,1033781588,AVSOLA,1,1-Sep-21,1-Sep-21
amgen,1033781588,ENBREL,1,1-Sep-21,1-Sep-21
amgen,1033781588,KANJINTI,1,1-Sep-21,1-Sep-21
amgen,1033781588,MVASI,1,1-Sep-21,1-Sep-21
amgen,1033781588,NEULASTA,1,1-Sep-21,1-Sep-21
amgen,1033781588,NEUPOGEN,1,1-Sep-21,1-Sep-21
amgen,1033781588,PROLIA,1,1-Sep-21,1-Sep-21
amgen,1033781588,RIABNI,1,1-Sep-21,1-Sep-21
amgen,1033781588,TEZSPIRE,1,1-Sep-21,1-Sep-21
amgen,1033782149,ARANESP,1,1-Sep-21,31-Dec-99
amgen,1033782149,AVSOLA,1,1-Sep-21,31-Dec-99
amgen,1033782149,ENBREL,1,1-Sep-21,31-Dec-99
amgen,1033782149,KANJINTI,1,1-Sep-21,31-Dec-99
amgen,1033782149,MVASI,1,1-Sep-21,31-Dec-99
amgen,1033782149,NEULASTA,1,1-Sep-21,31-Dec-99
amgen,1033782149,NEUPOGEN,1,1-Sep-21,31-Dec-99
amgen,1033782149,PROLIA,1,1-Sep-21,31-Dec-99
amgen,1033782149,RIABNI,1,1-Sep-21,31-Dec-99
amgen,1033782149,TEZSPIRE,1,1-Sep-21,31-Dec-99
amgen,1033891916,ARANESP,1,1-Nov-23,31-Dec-99
amgen,1033891916,AVSOLA,1,1-Nov-23,31-Dec-99
amgen,1033891916,ENBREL,1,1-Nov-23,31-Dec-99
amgen,1033891916,KANJINTI,1,1-Nov-23,31-Dec-99
amgen,1033891916,MVASI,1,1-Nov-23,31-Dec-99
amgen,1033891916,NEULASTA,1,1-Nov-23,31-Dec-99
amgen,1033891916,NEUPOGEN,1,1-Nov-23,31-Dec-99
amgen,1033891916,PROLIA,1,1-Nov-23,31-Dec-99
amgen,1033891916,RIABNI,1,1-Nov-23,31-Dec-99
amgen,1033891916,TEZSPIRE,1,1-Nov-23,31-Dec-99
amgen,1043204316,KANJINTI,1,1-Jul-04,31-Dec-99
amgen,1043204316,MVASI,0.985645,1-Jul-04,31-Dec-99
amgen,1043204316,NEULASTA,0.980132,1-Jul-04,31-Dec-99
amgen,1043204316,PROLIA,0.945454,1-Jul-04,31-Dec-99
amgen,1043215379,KANJINTI,0.958937,1-Apr-07,31-Dec-99
amgen,1043215379,NEULASTA,0.946494,1-Apr-07,31-Dec-99
amgen,1043218944,ARANESP,0.91413,1-Apr-03,31-Dec-99
